intent,question,answer
Confirmacao de cambio/taxas,Boa tarde fiz um depósito de 125mil transferir pra PPP SSS NNN Itaú conta corrente QuL valor que vai ser depositado?,Boa tarde Será enviado BRL4020
Como se inscrever,Como posso me inscrever no serviço de remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h"
Problemas/Duvidas sobre deposito,Como enviar dinheiro do Japão?,"Para fazer o depósito, você pode solicitar um cartão de depósito ou poderá fazer a transferência direto da sua conta do correio. O passo a passo para ambos os depósitos estarão disponíveis no seu aplicativo."
Tempo de remessa,Quanto tempo levará para o beneficiário receber o dinheiro?,erro ao processar a pergunta
Como se inscrever,Eu gostaria de fazer cadastro para remessa para brasil fazer cartão de remessd,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
Confirmacao de cambio/taxas,300 reais da que yens,"Bom dia R$300,00 ----> ¥10,024 taxa inclusa. Lembrando que a cotacao pode mudar as 10:40 am "
Como se inscrever,Como posso me inscrever no serviço de remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
Confirmacao de cambio/taxas,Boa tarde quanto tá chegando no Brasil hoje 250000yenes?,"Boa tarde! ¥250,000 = BRL 8,102.33 com taxa de envio incluída"
Tempo de remessa,Quanto tempo levará para o beneficiário receber o dinheiro?,"A maioria dos pagamentos estão sendo feitos via PIX. Os pagamentos feitos via PIX, geralmente são pagos no mesmo dia do envio da remessa, porém quando o PIX não for possível, o banco vai pagar via TED que nesse caso somente durtante o expediente bancário no Brasil. Qualquer dúvida estamos à disposição."
Problemas/Duvidas de atualizacao de dados cadastrais,Boa noite não consigo fazer meu cadastro quando chega na hora de tirar a goto do verso do meu documento Foto Nao bate,"Bom dia,  Temos vídeos que ajudam os clientes a fazerem as inscrições.  Com aparelhos de celulares com o novo sistema NFC e para aparelhos que não possuem o sistema NFC. - Com o sistema NFC: https://www.youtube.com/watch?v=U_jAVo2qYt4 - Sem o sistema NFC: https://www.youtube.com/watch?v=tc8yeWvQdlw&t=143s Qualquer dúvida estamos à disposição. Obrigado."
Confirmacao de cambio/taxas,"Fiz um deposito de ¥5,000 Qual o valor em reais ?  Obrigada","Bom dia R$ 134,00 "
Confirmacao de cambio/taxas,"Ola bom dia 320,00 sao quantos yenes hoje","Hoje, para 320 reais = ¥10,668 ja com o valor da taxa de remessa incluido."
Como se inscrever,Como enviar dinheiro do Japão?,"Boa tarde. Sera necessario efetuar a inscricao pelo app Brastel Remit. Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h "
Tempo de remessa,Quanto tempo levará para o beneficiário receber o dinheiro?,"Normalmente, demora de 1 a 3 dias. Porem, quando possivel, sera feito o pagamento via PIX."
Confirmacao de cambio/taxas,Boa tarde 500 reais na cotação de hoje quando seria em yen por favor,"Boa tarde Para ser enviado BRL 500, deve ser depositado ¥16,171, já com a taxa de remessa inclusa"
Problemas/Duvidas de atualizacao de dados cadastrais,Boa tarde Estou desde ontem tentando fazer o cadastro com vcs Porém não estou conseguindo. Quando chega no momento da foto aparece uma observação e não segue,"Bom dia,  Temos vídeos que ajudam os clientes a fazerem as inscrições.  Com aparelhos de celulares com o novo sistema NFC e para aparelhos que não possuem o sistema NFC. - Com o sistema NFC: https://www.youtube.com/watch?v=U_jAVo2qYt4 - Sem o sistema NFC: https://www.youtube.com/watch?v=tc8yeWvQdlw&t=143s Qualquer dúvida estamos à disposição. Obrigado."
Como se inscrever,Como enviar dinheiro do Japão?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
Como se inscrever,Como. Eu. Faço. Pra. Casdrra. No. Aplicativo para smartphones do servico de remessas?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
Cadastro de beneficiario,Como faso pra corrigor este erro,"lantão Especial  Bom dia No seu app Barstel Remit, click em Menu >> Beneficiarios >> Escolha o beneficiario (click) >> EDITAR >>Faca as correcoes/atualizacoes e click em Proximo (se nao aparecer esse botao, click levente em qualquer lugar da sua tela e o botao ira aparecer) >> Va clicando no proximo ate apararecer SALVAR.  Qualquer dúvida estamos à disposição.  Obrigado"
Confirmacao de cambio/taxas,Bom dia 25mil da que valor hoje ?? Se manda,"Plantão Especial  Bom dia ¥25,000--->R$792.78 com taxa inclusa. Lembrando que a cotacao pode mudar as 10:40 am Qualquer dúvida estamos à disposição.  Obrigado"
Tempo de entrega do cartao,Olá quando vou receber a segunda via do cartão verde do yucho?,"Foi requisitado um novo YUCHO card ao senhor, que deve chegar dentro de 3 a 4 dias úteis, a partir de segunda-feira. Qualquer dúvida estamos à disposição. Obrigado."
Confirmacao de cambio/taxas,Boa tarde fiz um depósito de 23mil transferir pra Priscilla Silva Nunes Itaú conta corrente Por favor E qual valorais vai depositar Por favor,Boa tarde! Vai chegar R$727 ok? incluindo as taxas de remessa na cotação de hoje
Como se inscrever,Como enviar dinheiro do Japão?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
Como se inscrever,Como enviar dinheiro do Japão?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
Tempo de remessa,Quanto tempo levará para o beneficiário receber o dinheiro?,"Via de regra, as remessas serão pagas via PIX dentro de algumas horas, se todos os dados estiverem corretos."
Como se inscrever,Como fazer o cadastro,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h "
Como se inscrever,Como posso me inscrever no serviço de remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
Como se inscrever,Como posso me inscrever no serviço de remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
Como se inscrever,Como posso me inscrever no serviço de remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
Como se inscrever,Como posso me inscrever no serviço de remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você tera independência para fazer a remessa por conta propria e a qualquer horario https://brastelremit.jp/por/24h  "
Como se inscrever,Como. Faço. Pra. Fazer. O. Cadastro?,Bom dia!  A inscrição deve ser feita através do aplicativo Brastel Remit.  https://brastelremit.jp/24h/#/por/  Qualquer dúvida estamos à disposição. Obrigado.
Cadastro de beneficiario,"Boa noite,estou precisando fazer um novo cartao para outro beneficiario ,como faco",erro ao processar a pergunta
Tempo de entrega do cartao,"Bom dia ,quanto tempo leva para chegar o cartão?",Bom dia  Após o cadastro ficar ativo demora o prazo de 3 á 4 dias úteis Qualquer dúvida estamos à disposição.
Problemas/Duvidas de atualizacao de dados cadastrais,"Bom dia ,gostaria de saber como fazer a mudança de endereço pelo app ?","Olá, bom dia  Basta ir em:  Menu > Minha conta > Perfil > e quando aparecer o seu endereço voce clica em "" editar "" Vai pedir a foto frente e verso do zairyu com o endereço atualizado Qualquer dúvida estamos à disposição."
Confirmacao de cambio/taxas,"Vcs estão cobrando só de para enviar dinheiro para o Brasil 880 yenes. Está muito caro, vou procurar outra agência",Essas são as taxas de envio para o Brasil:  Remessas até ¥30.000 taxa ¥880 De ¥30.001~¥300.000 taxa ¥1.480 De ¥300.001~¥800.000 taxa ¥1.680 Qualquer dúvida estamos à disposição.
Problemas/Duvidas sobre deposito,Tem como mandar dinheiro sem o cartão do correio?,"Bom dia,  Você poderá colocar o valor da remessa no saldo do seu aplicativo por meio do cartão de depósito ou então com seu cartão do banco, ambos passo a passo estão no app.  1. Clicar nas 3 linhas no canto esquerdo do App da Brastel 2. Instruções de depósito 3. Cartão Yucho (cartão da Brastel) ou transferencia bancária (conta no correio) 4. Selecionar o ATM 5. Seguir o passo a passo, exatamente como está no App.  Qualquer dúvida estamos à disposição. Obrigado."
Problemas/Duvidas de atualizacao de dados cadastrais,Boa noite preciso alterar o meu endereço no app,"Bom dia  Basta ir em:  Menu > Minha conta > Perfil > e clicar em "" editar "" embaixo do seu endereço Qualquer dúvida estamos à disposição."
Problemas/Duvidas sobre remessas,Bom dia Poderia me passa o passo a passo para fazer a remessa,"Siga o passo a passo para enviar dinheiro pelo app:  1-Ao fazer o deposito com o cartão que a brastel enviou ou com o cartão do seu banco (transferencia) o valor entra no saldo do aplicativo da brastel remit 2- Verifique na tela inicial ""Meu saldo"". 3- Registre no seu aplicativo para quem deseja enviar: Clicar nas 3 linhas no canto esquerdo do App da Brastel > beneficiario > adicionar beneficiario. 4- Na tela inicial aparecerá o nome do beneficiário: Ex: João -------- *Enviar dinheiro*( Clicar em cima do enviar dinheiro ao lado do nome do beneficiário). 5- Aparece a bandeira do japão e ao lado digite o valor que deseja enviar e logo abaixo na bandeira aparece o valor em reais que a beneficiária irá receber. 6- Abaixo coloque a fonte de recurso. 7- Motivo da remessa E clica em próximo para prosseguir. Qualquer dúvida estamos à disposição. Obrigado."
Confirmacao de cambio/taxas,"Bom dia! Realizei um depósito na Brastel no valor de 87.188¥. Gostaria de saber qual o vlr que a beneficiária irá receber, por favor?","Bom dia,  A beneficiária irá receber 2,815.61 Qualquer dúvida estamos à disposição. Obrigado."
Confirmacao de cambio/taxas,Bom dia Efetuei transferência 76000 Favor informar valor da transação Obrigado,"Bom dia!  O valor a receber é de 2.448,07 (reais) Qualquer dúvida estamos à disposição. Obrigado."
